Municipalities,Districts,Indicadores de renta media y mediana,Period,Average net income per person (K €)
Ivars d'Urgell,2511301 Ivars d'Urgell distrito 01,Renta neta media por persona ,2019,12.654
Ivars d'Urgell,2511301 Ivars d'Urgell distrito 01,Renta neta media por persona ,2018,12.111
Ivorra,,Renta neta media por persona ,2019,14.413
Ivorra,,Renta neta media por persona ,2018,13.886
Ivorra,2511401 Ivorra distrito 01,Renta neta media por persona ,2019,14.413
Ivorra,2511401 Ivorra distrito 01,Renta neta media por persona ,2018,13.886
Ivorra,2511401 Ivorra distrito 01,Renta neta media por persona ,2019,14.413
Ivorra,2511401 Ivorra distrito 01,Renta neta media por persona ,2018,13.886
Jafre,,Renta neta media por persona ,2019,15.78
Jafre,,Renta neta media por persona ,2018,14.653
Jafre,1708501 Jafre distrito 01,Renta neta media por persona ,2019,15.78
Jafre,1708501 Jafre distrito 01,Renta neta media por persona ,2018,14.653
Jafre,1708501 Jafre distrito 01,Renta neta media por persona ,2019,15.78
Jafre,1708501 Jafre distrito 01,Renta neta media por persona ,2018,14.653
Jorba,,Renta neta media por persona ,2019,14.32
Jorba,,Renta neta media por persona ,2018,13.695
Jorba,0810301 Jorba distrito 01,Renta neta media por persona ,2019,14.32
Jorba,0810301 Jorba distrito 01,Renta neta media por persona ,2018,13.695
Jorba,0810301 Jorba distrito 01,Renta neta media por persona ,2019,14.32
Jorba,0810301 Jorba distrito 01,Renta neta media por persona ,2018,13.695
Josa i Tuixén,,Renta neta media por persona ,2019,14.364
Josa i Tuixén,,Renta neta media por persona ,2018,13.173
Josa i Tuixén,2591001 Josa i Tuixén distrito 01,Renta neta media por persona ,2019,14.364
Josa i Tuixén,2591001 Josa i Tuixén distrito 01,Renta neta media por persona ,2018,13.173
Josa i Tuixén,2591001 Josa i Tuixén distrito 01,Renta neta media por persona ,2019,14.364
Josa i Tuixén,2591001 Josa i Tuixén distrito 01,Renta neta media por persona ,2018,13.173
Juià,,Renta neta media por persona ,2019,14.414
Juià,,Renta neta media por persona ,2018,14.318
Juià,1708701 Juià distrito 01,Renta neta media por persona ,2019,14.414
Juià,1708701 Juià distrito 01,Renta neta media por persona ,2018,14.318
Juià,1708701 Juià distrito 01,Renta neta media por persona ,2019,14.414
Juià,1708701 Juià distrito 01,Renta neta media por persona ,2018,14.318
Juncosa,,Renta neta media por persona ,2019,10.217
Juncosa,,Renta neta media por persona ,2018,11.698
Juncosa,2511801 Juncosa distrito 01,Renta neta media por persona ,2019,10.217
Juncosa,2511801 Juncosa distrito 01,Renta neta media por persona ,2018,11.698
Juncosa,2511801 Juncosa distrito 01,Renta neta media por persona ,2019,10.217
Juncosa,2511801 Juncosa distrito 01,Renta neta media por persona ,2018,11.698
Juneda,,Renta neta media por persona ,2019,12.383
Juneda,,Renta neta media por persona ,2018,11.737
Juneda,2511901 Juneda distrito 01,Renta neta media por persona ,2019,12.383
Juneda,2511901 Juneda distrito 01,Renta neta media por persona ,2018,11.737
Juneda,2511901 Juneda distrito 01,Renta neta media por persona ,2019,12.098
Juneda,2511901 Juneda distrito 01,Renta neta media por persona ,2018,11.43
Juneda,2511901 Juneda distrito 01,Renta neta media por persona ,2019,12.689
Juneda,2511901 Juneda distrito 01,Renta neta media por persona ,2018,12.071
Les,,Renta neta media por persona ,2019,13.946
Les,,Renta neta media por persona ,2018,13.086
Les,2512101 Les distrito 01,Renta neta media por persona ,2019,13.946
Les,2512101 Les distrito 01,Renta neta media por persona ,2018,13.086
Les,2512101 Les distrito 01,Renta neta media por persona ,2019,13.946
Les,2512101 Les distrito 01,Renta neta media por persona ,2018,13.086
Linyola,,Renta neta media por persona ,2019,11.575
Linyola,,Renta neta media por persona ,2018,11.222
Linyola,2512201 Linyola distrito 01,Renta neta media por persona ,2019,11.575
Linyola,2512201 Linyola distrito 01,Renta neta media por persona ,2018,11.222
Linyola,2512201 Linyola distrito 01,Renta neta media por persona ,2019,11.592
Linyola,2512201 Linyola distrito 01,Renta neta media por persona ,2018,11.161
Linyola,2512201 Linyola distrito 01,Renta neta media por persona ,2019,11.562
Linyola,2512201 Linyola distrito 01,Renta neta media por persona ,2018,11.273
Lladó,,Renta neta media por persona ,2019,13.172
Lladó,,Renta neta media por persona ,2018,12.652
Lladó,1708801 Lladó distrito 01,Renta neta media por persona ,2019,13.172
Lladó,1708801 Lladó distrito 01,Renta neta media por persona ,2018,12.652
Lladó,1708801 Lladó distrito 01,Renta neta media por persona ,2019,13.172
Lladó,1708801 Lladó distrito 01,Renta neta media por persona ,2018,12.652
Lladorre,,Renta neta media por persona ,2019,14.685
Lladorre,,Renta neta media por persona ,2018,15.47
Lladorre,2512301 Lladorre distrito 01,Renta neta media por persona ,2019,14.685
Lladorre,2512301 Lladorre distrito 01,Renta neta media por persona ,2018,15.47
Lladorre,2512301 Lladorre distrito 01,Renta neta media por persona ,2019,14.685
Lladorre,2512301 Lladorre distrito 01,Renta neta media por persona ,2018,15.47
Lladurs,,Renta neta media por persona ,2019,12.289
Lladurs,,Renta neta media por persona ,2018,13.189
Lladurs,2512401 Lladurs distrito 01,Renta neta media por persona ,2019,12.289
Lladurs,2512401 Lladurs distrito 01,Renta neta media por persona ,2018,13.189
Lladurs,2512401 Lladurs distrito 01,Renta neta media por persona ,2019,12.289
Lladurs,2512401 Lladurs distrito 01,Renta neta media por persona ,2018,13.189
Llagostera,,Renta neta media por persona ,2019,11.964
Llagostera,,Renta neta media por persona ,2018,11.469
Llagostera,1708901 Llagostera distrito 01,Renta neta media por persona ,2019,11.964
Llagostera,1708901 Llagostera distrito 01,Renta neta media por persona ,2018,11.469
Llagostera,1708901 Llagostera distrito 01,Renta neta media por persona ,2019,10.021
Llagostera,1708901 Llagostera distrito 01,Renta neta media por persona ,2018,9.755
Llagostera,1708901 Llagostera distrito 01,Renta neta media por persona ,2019,12.242
Llagostera,1708901 Llagostera distrito 01,Renta neta media por persona ,2018,11.917
Llagostera,1708901 Llagostera distrito 01,Renta neta media por persona ,2019,13.088
Llagostera,1708901 Llagostera distrito 01,Renta neta media por persona ,2018,12.387
Llagostera,1708901 Llagostera distrito 01,Renta neta media por persona ,2019,12.286
Llagostera,1708901 Llagostera distrito 01,Renta neta media por persona ,2018,11.621
Llambilles,,Renta neta media por persona ,2019,16.691
Llambilles,,Renta neta media por persona ,2018,16.519
Llambilles,1709001 Llambilles distrito 01,Renta neta media por persona ,2019,16.691
Llambilles,1709001 Llambilles distrito 01,Renta neta media por persona ,2018,16.519
Llambilles,1709001 Llambilles distrito 01,Renta neta media por persona ,2019,16.691
Llambilles,1709001 Llambilles distrito 01,Renta neta media por persona ,2018,16.519
Llanars,,Renta neta media por persona ,2019,15.022
Llanars,,Renta neta media por persona ,2018,14.99
Llanars,1709101 Llanars distrito 01,Renta neta media por persona ,2019,15.022
Llanars,1709101 Llanars distrito 01,Renta neta media por persona ,2018,14.99
Llanars,1709101 Llanars distrito 01,Renta neta media por persona ,2019,15.022
Llanars,1709101 Llanars distrito 01,Renta neta media por persona ,2018,14.99
Llançà,,Renta neta media por persona ,2019,12.837
Llançà,,Renta neta media por persona ,2018,12.407
Llançà,1709201 Llançà distrito 01,Renta neta media por persona ,2019,12.837
Llançà,1709201 Llançà distrito 01,Renta neta media por persona ,2018,12.407
Llançà,1709201 Llançà distrito 01,Renta neta media por persona ,2019,15.599
Llançà,1709201 Llançà distrito 01,Renta neta media por persona ,2018,15.19
Llançà,1709201 Llançà distrito 01,Renta neta media por persona ,2019,12.293
Llançà,1709201 Llançà distrito 01,Renta neta media por persona ,2018,11.831
Llançà,1709201 Llançà distrito 01,Renta neta media por persona ,2019,10.649
Llançà,1709201 Llançà distrito 01,Renta neta media por persona ,2018,10.298
Llardecans,,Renta neta media por persona ,2019,13.392
Llardecans,,Renta neta media por persona ,2018,13.412
Llardecans,2512501 Llardecans distrito 01,Renta neta media por persona ,2019,13.392
Llardecans,2512501 Llardecans distrito 01,Renta neta media por persona ,2018,13.412
Llardecans,2512501 Llardecans distrito 01,Renta neta media por persona ,2019,13.392
Llardecans,2512501 Llardecans distrito 01,Renta neta media por persona ,2018,13.412
Llavorsí,,Renta neta media por persona ,2019,14.977
Llavorsí,,Renta neta media por persona ,2018,13.718
Llavorsí,2512601 Llavorsí distrito 01,Renta neta media por persona ,2019,14.977
Llavorsí,2512601 Llavorsí distrito 01,Renta neta media por persona ,2018,13.718
Llavorsí,2512601 Llavorsí distrito 01,Renta neta media por persona ,2019,14.977
Llavorsí,2512601 Llavorsí distrito 01,Renta neta media por persona ,2018,13.718
Lleida,,Renta neta media por persona ,2019,13.049
Lleida,,Renta neta media por persona ,2018,12.608
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2019,12.082
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2018,11.461
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2019,14.601
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2018,13.958
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2019,13.15
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2018,12.654
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2019,13.883
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2018,13.286
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2019,10.803
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2018,10.262
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2019,11.018
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2018,10.436
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2019,12.424
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2018,11.765
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2019,11.887
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2018,11.223
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2019,11.417
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2018,10.643
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2019,9.659
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2018,9.072
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2019,11.699
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2018,11.031
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2019,10.211
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2018,9.667
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2019,11.339
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2018,10.772
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2019,13.306
Lleida,2512001 Lleida distrito 01,Renta neta media por persona ,2018,12.501
Lleida,2512002 Lleida distrito 02,Renta neta media por persona ,2019,14.089
Lleida,2512002 Lleida distrito 02,Renta neta media por persona ,2018,13.406
Lleida,2512002 Lleida distrito 02,Renta neta media por persona ,2019,12.773
Lleida,2512002 Lleida distrito 02,Renta neta media por persona ,2018,12.107
Lleida,2512002 Lleida distrito 02,Renta neta media por persona ,2019,13.161
Lleida,2512002 Lleida distrito 02,Renta neta media por persona ,2018,12.566
Lleida,2512002 Lleida distrito 02,Renta neta media por persona ,2019,13.906
Lleida,2512002 Lleida distrito 02,Renta neta media por persona ,2018,13.23
Lleida,2512002 Lleida distrito 02,Renta neta media por persona ,2019,15.027
Lleida,2512002 Lleida distrito 02,Renta neta media por persona ,2018,14.278
Lleida,2512002 Lleida distrito 02,Renta neta media por persona ,2019,12.887
Lleida,2512002 Lleida distrito 02,Renta neta media por persona ,2018,12.107
Lleida,2512002 Lleida distrito 02,Renta neta media por persona ,2019,12.575
Lleida,2512002 Lleida distrito 02,Renta neta media por persona ,2018,11.799
Lleida,2512002 Lleida distrito 02,Renta neta media por persona ,2019,12.414
Lleida,2512002 Lleida distrito 02,Renta neta media por persona ,2018,11.256
Lleida,2512002 Lleida distrito 02,Renta neta media por persona ,2019,17.733
Lleida,2512002 Lleida distrito 02,Renta neta media por persona ,2018,17.532
Lleida,2512003 Lleida distrito 03,Renta neta media por persona ,2019,13.896
Lleida,2512003 Lleida distrito 03,Renta neta media por persona ,2018,13.465
Lleida,2512003 Lleida distrito 03,Renta neta media por persona ,2019,10.271
Lleida,2512003 Lleida distrito 03,Renta neta media por persona ,2018,9.75
Lleida,2512003 Lleida distrito 03,Renta neta media por persona ,2019,12.477
Lleida,2512003 Lleida distrito 03,Renta neta media por persona ,2018,11.982
Lleida,2512003 Lleida distrito 03,Renta neta media por persona ,2019,19.434
Lleida,2512003 Lleida distrito 03,Renta neta media por persona ,2018,18.735
Lleida,2512003 Lleida distrito 03,Renta neta media por persona ,2019,14.265
Lleida,2512003 Lleida distrito 03,Renta neta media por persona ,2018,13.311
Lleida,2512003 Lleida distrito 03,Renta neta media por persona ,2019,12.994
Lleida,2512003 Lleida distrito 03,Renta neta media por persona ,2018,12.872
Lleida,2512003 Lleida distrito 03,Renta neta media por persona ,2019,13.397
Lleida,2512003 Lleida distrito 03,Renta neta media por persona ,2018,13.099
Lleida,2512003 Lleida distrito 03,Renta neta media por persona ,2019,15.358
Lleida,2512003 Lleida distrito 03,Renta neta media por persona ,2018,15.03
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2019,10.798
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2018,10.395
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2019,7.758
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2018,7.119
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2019,15.902
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2018,15.323
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2019,11.831
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2018,11.611
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2019,12.952
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2018,12.288
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2019,14.263
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2018,13.713
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2019,11.934
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2018,11.364
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2019,9.108
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2018,8.974
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2019,6.515
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2018,6.12
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2019,7.047
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2018,6.484
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2019,9.105
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2018,8.464
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2019,10.304
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2018,10.034
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2019,11.844
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2018,12.51
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2019,12.086
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2018,11.977
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2019,14.434
Lleida,2512004 Lleida distrito 04,Renta neta media por persona ,2018,13.774
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2019,16.878
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2018,16.274
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2019,13.042
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2018,11.945
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2019,13.745
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2018,13.746
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2019,14.802
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2018,14.347
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2019,16.532
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2018,16.47
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2019,20.834
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2018,19.85
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2019,11.919
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2018,11.692
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2019,17.95
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2018,17.166
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2019,19.146
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2018,17.344
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2019,16.124
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2018,16.137
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2019,20.757
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2018,19.911
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2019,18.305
Lleida,2512005 Lleida distrito 05,Renta neta media por persona ,2018,17.88
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2019,12.433
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2018,12.034
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2019,10.393
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2018,9.868
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2019,11.626
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2018,11.83
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2019,11.483
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2018,10.599
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2019,13.754
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2018,13.358
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2019,20.748
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2018,20.012
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2019,12.461
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2018,11.883
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2019,11.023
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2018,10.237
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2019,9.938
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2018,9.627
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2019,10.265
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2018,10.346
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2019,14.362
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2018,13.807
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2019,14.101
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2018,13.612
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2019,16.887
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2018,16.785
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2019,13.348
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2018,12.884
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2019,18.452
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2018,18.964
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2019,10.699
Lleida,2512006 Lleida distrito 06,Renta neta media por persona ,2018,10.153
Lleida,2512007 Lleida distrito 07,Renta neta media por persona ,2019,11.768
Lleida,2512007 Lleida distrito 07,Renta neta media por persona ,2018,11.132
Lleida,2512007 Lleida distrito 07,Renta neta media por persona ,2019,13.606
Lleida,2512007 Lleida distrito 07,Renta neta media por persona ,2018,12.975
Lleida,2512007 Lleida distrito 07,Renta neta media por persona ,2019,11.622
Lleida,2512007 Lleida distrito 07,Renta neta media por persona ,2018,11.251
Lleida,2512007 Lleida distrito 07,Renta neta media por persona ,2019,13.358
Lleida,2512007 Lleida distrito 07,Renta neta media por persona ,2018,12.518
Lleida,2512007 Lleida distrito 07,Renta neta media por persona ,2019,9.923
Lleida,2512007 Lleida distrito 07,Renta neta media por persona ,2018,9.309
Lleida,2512007 Lleida distrito 07,Renta neta media por persona ,2019,11.89
Lleida,2512007 Lleida distrito 07,Renta neta media por persona ,2018,11.088
Lleida,2512007 Lleida distrito 07,Renta neta media por persona ,2019,11.153
Lleida,2512007 Lleida distrito 07,Renta neta media por persona ,2018,10.371
Lleida,2512007 Lleida distrito 07,Renta neta media por persona ,2019,11.072
Lleida,2512007 Lleida distrito 07,Renta neta media por persona ,2018,10.69
Lleida,2512008 Lleida distrito 08,Renta neta media por persona ,2019,18.22
Lleida,2512008 Lleida distrito 08,Renta neta media por persona ,2018,17.246
Lleida,2512008 Lleida distrito 08,Renta neta media por persona ,2019,13.104
Lleida,2512008 Lleida distrito 08,Renta neta media por persona ,2018,12.506
Lleida,2512008 Lleida distrito 08,Renta neta media por persona ,2019,23.646
Lleida,2512008 Lleida distrito 08,Renta neta media por persona ,2018,22.713
Lleida,2512008 Lleida distrito 08,Renta neta media por persona ,2019,14.986
Lleida,2512008 Lleida distrito 08,Renta neta media por persona ,2018,14.377
Lleida,2512008 Lleida distrito 08,Renta neta media por persona ,2019,16.128
Lleida,2512008 Lleida distrito 08,Renta neta media por persona ,2018,15.043
Lleida,2512009 Lleida distrito 09,Renta neta media por persona ,2019,16.319
Lleida,2512009 Lleida distrito 09,Renta neta media por persona ,2018,20.293
Lleida,2512009 Lleida distrito 09,Renta neta media por persona ,2019,20.107
Lleida,2512009 Lleida distrito 09,Renta neta media por persona ,2018,20.035
Lleida,2512009 Lleida distrito 09,Renta neta media por persona ,2019,11.894
Lleida,2512009 Lleida distrito 09,Renta neta media por persona ,2018,20.593
Llers,,Renta neta media por persona ,2019,13.735
Llers,,Renta neta media por persona ,2018,19.664
Llers,1709301 Llers distrito 01,Renta neta media por persona ,2019,13.735
Llers,1709301 Llers distrito 01,Renta neta media por persona ,2018,19.664
Llers,1709301 Llers distrito 01,Renta neta media por persona ,2019,13.735
Llers,1709301 Llers distrito 01,Renta neta media por persona ,2018,19.664
Lles de Cerdanya,,Renta neta media por persona ,2019,13.376
Lles de Cerdanya,,Renta neta media por persona ,2018,13.009
Lles de Cerdanya,2512701 Lles de Cerdanya distrito 01,Renta neta media por persona ,2019,13.376
Lles de Cerdanya,2512701 Lles de Cerdanya distrito 01,Renta neta media por persona ,2018,13.009
Lles de Cerdanya,2512701 Lles de Cerdanya distrito 01,Renta neta media por persona ,2019,13.376
Lles de Cerdanya,2512701 Lles de Cerdanya distrito 01,Renta neta media por persona ,2018,13.009
Lliçà d'Amunt,,Renta neta media por persona ,2019,14.208
Lliçà d'Amunt,,Renta neta media por persona ,2018,13.564
Lliçà d'Amunt,0810701 Lliçà d'Amunt distrito 01,Renta neta media por persona ,2019,14.208
Lliçà d'Amunt,0810701 Lliçà d'Amunt distrito 01,Renta neta media por persona ,2018,13.564
Lliçà d'Amunt,0810701 Lliçà d'Amunt distrito 01,Renta neta media por persona ,2019,14.561
Lliçà d'Amunt,0810701 Lliçà d'Amunt distrito 01,Renta neta media por persona ,2018,13.96
Lliçà d'Amunt,0810701 Lliçà d'Amunt distrito 01,Renta neta media por persona ,2019,14.815
Lliçà d'Amunt,0810701 Lliçà d'Amunt distrito 01,Renta neta media por persona ,2018,14.291
Lliçà d'Amunt,0810701 Lliçà d'Amunt distrito 01,Renta neta media por persona ,2019,13.836
Lliçà d'Amunt,0810701 Lliçà d'Amunt distrito 01,Renta neta media por persona ,2018,12.913
Lliçà d'Amunt,0810701 Lliçà d'Amunt distrito 01,Renta neta media por persona ,2019,13.055
Lliçà d'Amunt,0810701 Lliçà d'Amunt distrito 01,Renta neta media por persona ,2018,12.591
Lliçà d'Amunt,0810701 Lliçà d'Amunt distrito 01,Renta neta media por persona ,2019,14.38
Lliçà d'Amunt,0810701 Lliçà d'Amunt distrito 01,Renta neta media por persona ,2018,13.652
Lliçà d'Amunt,0810701 Lliçà d'Amunt distrito 01,Renta neta media por persona ,2019,13.834
Lliçà d'Amunt,0810701 Lliçà d'Amunt distrito 01,Renta neta media por persona ,2018,13.261
Lliçà d'Amunt,0810701 Lliçà d'Amunt distrito 01,Renta neta media por persona ,2019,15.828
Lliçà d'Amunt,0810701 Lliçà d'Amunt distrito 01,Renta neta media por persona ,2018,14.88
Lliçà d'Amunt,0810701 Lliçà d'Amunt distrito 01,Renta neta media por persona ,2019,14.174
Lliçà d'Amunt,0810701 Lliçà d'Amunt distrito 01,Renta neta media por persona ,2018,13.574
Lliçà d'Amunt,0810701 Lliçà d'Amunt distrito 01,Renta neta media por persona ,2019,13.146
Lliçà d'Amunt,0810701 Lliçà d'Amunt distrito 01,Renta neta media por persona ,2018,12.576
Lliçà d'Amunt,0810701 Lliçà d'Amunt distrito 01,Renta neta media por persona ,2019,14.267
Lliçà d'Amunt,0810701 Lliçà d'Amunt distrito 01,Renta neta media por persona ,2018,13.738
Lliçà de Vall,,Renta neta media por persona ,2019,15.602
Lliçà de Vall,,Renta neta media por persona ,2018,14.677
Lliçà de Vall,0810801 Lliçà de Vall distrito 01,Renta neta media por persona ,2019,15.602
Lliçà de Vall,0810801 Lliçà de Vall distrito 01,Renta neta media por persona ,2018,14.677
Lliçà de Vall,0810801 Lliçà de Vall distrito 01,Renta neta media por persona ,2019,15.439
Lliçà de Vall,0810801 Lliçà de Vall distrito 01,Renta neta media por persona ,2018,14.647
Lliçà de Vall,0810801 Lliçà de Vall distrito 01,Renta neta media por persona ,2019,16.072
Lliçà de Vall,0810801 Lliçà de Vall distrito 01,Renta neta media por persona ,2018,15.264
Lliçà de Vall,0810801 Lliçà de Vall distrito 01,Renta neta media por persona ,2019,16.352
Lliçà de Vall,0810801 Lliçà de Vall distrito 01,Renta neta media por persona ,2018,14.885
Lliçà de Vall,0810801 Lliçà de Vall distrito 01,Renta neta media por persona ,2019,14.077
Lliçà de Vall,0810801 Lliçà de Vall distrito 01,Renta neta media por persona ,2018,13.516
Llimiana,,Renta neta media por persona ,2019,12.147
Llimiana,,Renta neta media por persona ,2018,12.027
Llimiana,2512801 Llimiana distrito 01,Renta neta media por persona ,2019,12.147
Llimiana,2512801 Llimiana distrito 01,Renta neta media por persona ,2018,12.027
Llimiana,2512801 Llimiana distrito 01,Renta neta media por persona ,2019,12.147
Llimiana,2512801 Llimiana distrito 01,Renta neta media por persona ,2018,12.027
Llinars del Vallès,,Renta neta media por persona ,2019,14.21
Llinars del Vallès,,Renta neta media por persona ,2018,13.593
Llinars del Vallès,0810601 Llinars del Vallès distrito 01,Renta neta media por persona ,2019,12.353
Llinars del Vallès,0810601 Llinars del Vallès distrito 01,Renta neta media por persona ,2018,11.834
Llinars del Vallès,0810601 Llinars del Vallès distrito 01,Renta neta media por persona ,2019,11.971
Llinars del Vallès,0810601 Llinars del Vallès distrito 01,Renta neta media por persona ,2018,11.498
Llinars del Vallès,0810601 Llinars del Vallès distrito 01,Renta neta media por persona ,2019,12.646
Llinars del Vallès,0810601 Llinars del Vallès distrito 01,Renta neta media por persona ,2018,12.09
Llinars del Vallès,0810602 Llinars del Vallès distrito 02,Renta neta media por persona ,2019,15.292
Llinars del Vallès,0810602 Llinars del Vallès distrito 02,Renta neta media por persona ,2018,14.63
Llinars del Vallès,0810602 Llinars del Vallès distrito 02,Renta neta media por persona ,2019,15.508
Llinars del Vallès,0810602 Llinars del Vallès distrito 02,Renta neta media por persona ,2018,14.864
Llinars del Vallès,0810602 Llinars del Vallès distrito 02,Renta neta media por persona ,2019,15.464
Llinars del Vallès,0810602 Llinars del Vallès distrito 02,Renta neta media por persona ,2018,14.897
